transaction_id,booking_ref,partner_id,user_id,created_at,ingest_ts,amount,currency,status,payment_method,gateway,retry_count,error_code,notes,processing_ms
TXN00008088,BKG0012153,PRT0014,0bd683bc-8d74-4683-ae16-155597b1c871,2024-10-20 17:25:38,2024-10-27 13:25:38,918.07,CLP,completed,,pagseguro,4,E001,retry,9324
TXN00008089,BKG0016039,PRT0014,69adf051-d927-4a9a-b80e-683438dcc934,2024-11-07 05:51:09,2024-11-07 05:54:33,342.58,ARS,pending,pix,,1,E003,ok,4394
TXN00008090,BKG0010074,PRT0020,78b20647-1544-4832-b7f6-ab894975d532,2024-10-22 21:58:14,2024-10-22 22:01:32,711.07,USD,confirmed,,,2,E003,retry,12297
TXN00008091,,PRT0007,0f915a9c-f1f7-4f27-838b-a5e3c6b26f7d,2025-02-06 23:53:04,2025-02-06 23:55:55,201.66,CLP,completed,boleto,stripe,4,E003,manual_review,9401
TXN00008092,BKG0017918,PRT0003,,2025-02-11 21:17:13,2025-02-11 21:21:58,838.1,CLP,failed,pix,cielo,0,TIMEOUT,retry,9335
TXN00008093,BKG0004514,PRT0001,d8227f43-f193-40e8-bcd2-c18e773cb62b,2024-12-16 22:56:55,2024-12-16 23:01:12,1097.27,ARS,Confirmed,,cielo,3,TIMEOUT,,2811
TXN00008094,BKG0017303,PRT0020,b96042e5-dfcf-4297-a55b-3bc665ed2560,2024-10-26 06:27:13,2024-10-26 06:27:44,1281.74,BRL,Confirmed,credit_card,pagseguro,3,TIMEOUT,,3285
TXN00008095,BKG0005537,PRT0010,6fe2bf36-54ff-43a3-bcba-d945210e9d37,2024-12-29 12:53:59,2024-12-29 12:58:08,1083.97,ARS,completed,,stripe,,E003,ok,10653
TXN00008096,,PRT0018,a37c854d-c038-47f1-bd26-fc46ea1b0dd3,2024-10-01 07:41:52,2024-10-01 07:45:52,651.96,CLP,confirmed,boleto,pagseguro,0,,,8253
TXN00008097,BKG0003870,PRT0018,c5d38036-759a-47cf-893c-fa7ac4604d5f,2024-10-08 12:02:24,2024-10-08 12:02:28,1718.63,BRL,pending,,,1,E001,,7232
TXN00008098,BKG0000861,PRT0003,,2024-10-26 00:06:33,2024-10-26 00:09:44,1149.89,USD,failed,,,,,,14801
TXN00008099,BKG0013178,PRT0005,f6335a32-3995-455f-9623-7f4c29f65328,2024-12-22 12:50:48,2024-12-22 12:51:40,1363.59,CLP,cancelled,,,1,,manual_review,13382
TXN00008100,BKG0010506,PRT0008,02ade4d5-acb9-459c-b445-3053fa581fe4,2025-03-13 18:19:41,2025-03-13 18:22:52,1565.88,ARS,cancelled,debit_card,stripe,2,E001,retry,3954
TXN00008101,BKG0014155,PRT0020,1898a545-58f2-4a05-be77-bcbc124ae459,2024-11-20 15:19:55,2024-11-20 15:23:56,125.31,USD,failed,pix,stripe,2,E003,,11720
TXN00008102,BKG0001303,PRT0004,51102075-4c4c-4f59-b59c-9752c016e980,2024-10-17 23:39:26,2024-10-17 23:42:29,1743.9,ARS,completed,pix,cielo,2,E001,ok,14808
TXN00008103,BKG0006834,PRT0002,d696311b-e221-4cb7-81bf-7aec2f57f042,2024-11-19 10:20:25,2024-11-19 10:24:25,859.14,USD,completed,debit_card,cielo,4,,manual_review,7242
TXN00008104,BKG0008519,PRT0019,8732689f-9ca4-4501-b4d5-e260841d5038,2025-01-10 12:28:05,2025-01-10 12:31:58,911.05,ARS,CONFIRMED,pix,cielo,2,,retry,8690
TXN00008105,BKG0000974,PRT0018,0a6fb0ce-2c0c-4e23-a5fb-712e7d7f9702,2025-03-28 18:11:07,2025-03-28 18:14:49,1905.18,BRL,confirmed,boleto,,3,E002,,2044
TXN00008106,BKG0004456,PRT0010,d57421e8-7eb1-4067-ac71-f9d635706c65,2025-01-25 02:08:31,2025-01-25 02:09:10,258.41,USD,confirmed,,adyen,2,,retry,13873
TXN00008107,BKG0006478,PRT0014,a69e825e-6d94-4a54-8d85-f32f86a2aba4,2025-03-02 07:22:41,2025-03-02 07:23:54,1007.03,USD,pending,pix,,1,,retry,12673
TXN00008108,BKG0003876,PRT0009,246f8125-3521-47f6-b677-3c4617e06fb7,2025-02-24 05:08:06,2025-02-24 05:10:53,1508.53,USD,failed,credit_card,cielo,,E003,retry,10289
TXN00008109,BKG0001962,PRT0010,d52900ef-a5f2-4db7-930b-1c8284b1ea04,2025-01-08 18:40:40,2025-01-08 18:43:17,844.29,ARS,Confirmed,debit_card,stripe,4,,retry,7315
TXN00008110,BKG0006078,PRT0015,cc0e0baa-9451-4ff0-89b5-10e5a2e0cbcf,2024-11-30 04:08:30,2024-11-30 04:11:04,1966.85,USD,confirmed,debit_card,stripe,3,,retry,7548
TXN00008111,BKG0015308,PRT0008,a3f67671-0340-49ed-a5c3-35ca93fc4731,2024-10-30 19:30:22,2024-10-30 19:32:07,1762.55,BRL,failed,pix,pagseguro,0,,,2524
TXN00008112,BKG0010643,PRT0010,97340c59-3e0f-4ee1-bb9f-7558ede1b1c5,2024-12-12 07:38:40,2024-12-12 07:43:38,935.43,ARS,confirmed,,adyen,4,,manual_review,11215
TXN00008113,BKG0017435,PRT0011,7973df78-c443-41e4-b182-57fa954d6336,2024-12-28 12:55:59,2024-12-28 12:56:41,119.57,BRL,Confirmed,,pagseguro,,,retry,2814
TXN00008114,BKG0003163,PRT0011,71ac19f5-ec98-4f6f-bf1e-c7a6f74130d0,2024-11-19 19:50:40,2024-11-19 19:55:37,1741.83,BRL,failed,pix,stripe,2,TIMEOUT,,5260
TXN00008115,BKG0011646,PRT0017,fce1981f-22dd-4e26-9885-c5531f895cc8,2024-10-01 05:03:12,2024-10-01 05:06:06,610.07,CLP,CONFIRMED,debit_card,adyen,1,E001,,8208
TXN00008116,BKG0008647,PRT0019,4ca82e0d-3c48-4469-8dc9-f044f8233b68,2024-11-28 04:49:59,2024-11-28 04:50:20,83.82,ARS,CONFIRMED,,adyen,0,,ok,5003
TXN00008117,BKG0002613,PRT0002,45dd1709-464d-4abf-91e0-bbd14046302f,2024-11-10 09:15:51,2024-11-10 09:18:43,430.22,CLP,failed,pix,pagseguro,4,TIMEOUT,,3602
TXN00008118,BKG0000473,PRT0004,78145f29-8d21-4e20-85af-18d52f0ce581,2025-01-18 09:13:49,2025-01-18 09:17:23,694.33,ARS,cancelled,pix,pagseguro,0,E002,ok,14629
TXN00008119,BKG0002991,PRT0014,44f808b6-177c-4176-a3b5-6f2a4361f23d,2024-12-25 02:52:45,2024-12-25 02:56:58,1352.66,BRL,cancelled,,stripe,1,E002,,407
TXN00008120,BKG0005879,PRT0010,f62775bd-b411-4179-b9c1-9723dbc80f4a,2025-02-23 16:31:14,2025-02-23 16:34:55,1382.3,BRL,completed,,,4,E001,,3082
TXN00008121,BKG0009023,PRT0013,b412837e-4185-4b5b-b966-6ef95a9bf2dd,2025-03-01 02:56:46,2025-03-01 02:58:56,1748.09,ARS,completed,pix,cielo,0,E001,,1615
TXN00008122,BKG0000923,PRT0017,4bd6bfe2-8389-4199-b5b4-75c48f08ada7,2024-10-29 18:30:30,2024-10-29 18:32:04,871.11,BRL,CONFIRMED,,,0,E001,,8597
TXN00008123,BKG0005448,PRT0009,a35a9630-5ed9-48cb-a1fe-acbbd89fe05b,2025-01-05 03:53:22,2025-01-05 03:53:44,496.38,ARS,confirmed,credit_card,adyen,0,,retry,4192
TXN00008124,BKG0017719,PRT0014,07eaf6d9-116c-4980-b1fa-540148acbadc,2025-03-23 07:45:46,2025-03-23 07:46:53,349.25,USD,failed,credit_card,adyen,1,,,5459
TXN00008125,BKG0002075,PRT0014,3f8ccc0a-0dda-492c-95fe-f80789db56c0,2024-12-02 23:01:17,2024-12-02 23:04:37,1694.77,BRL,confirmed,debit_card,,0,E002,,654
TXN00008126,BKG0013299,PRT0012,971cd9f5-4d19-4c40-97fa-b881b1f814ee,2025-01-17 11:41:22,2025-01-17 11:41:55,104.08,BRL,failed,debit_card,,3,E001,manual_review,7996
TXN00008127,BKG0004062,PRT0006,72adc912-6b8a-4e90-96c0-f438122da889,2024-11-23 15:14:50,2024-11-23 15:17:07,469.68,CLP,cancelled,boleto,stripe,4,,manual_review,1851
TXN00008128,BKG0015279,PRT0009,5c1777eb-7198-48cc-bf28-bd5389cc62a9,2024-12-29 21:16:33,2024-12-29 21:16:53,1406.4,BRL,failed,,,2,E002,,14915
TXN00008129,BKG0017501,PRT0018,aec95019-90fa-4640-80fe-d4887aebcaa4,2025-02-22 12:16:47,2025-02-22 12:20:52,1798.16,BRL,confirmed,debit_card,adyen,,E003,ok,13077
TXN00008130,BKG0001397,PRT0003,5ccd83cd-b0c1-43b5-aa6c-83f147b888b9,2025-03-24 00:51:06,2025-03-24 00:54:29,480.58,BRL,pending,credit_card,cielo,2,E002,manual_review,3251
TXN00008131,BKG0005944,PRT0012,4d6de7a9-13d8-465f-bcc8-022aa6c6a89a,2024-12-18 23:51:38,2024-12-18 23:52:57,1055.41,CLP,completed,debit_card,,4,,manual_review,9782
TXN00008132,BKG0007773,PRT0009,ed9ee85f-0cd1-47e8-a085-7ed8d3a3ef11,2025-03-18 05:12:21,2025-03-18 05:16:00,1587.82,BRL,CONFIRMED,,pagseguro,3,TIMEOUT,ok,13967
TXN00008133,BKG0007885,PRT0008,ac670507-d560-449a-8c4e-376edc53fba5,2024-12-09 21:56:48,2024-12-09 22:01:19,1864.72,USD,Confirmed,pix,adyen,2,TIMEOUT,,11622
TXN00008134,BKG0009341,PRT0016,7dd8762b-7907-473c-b9c6-3d02ba7e3f0d,2024-12-31 08:02:37,2024-12-31 08:03:38,662.11,ARS,failed,,adyen,3,E002,ok,62
TXN00008135,BKG0000619,PRT0005,102d1479-858f-4001-ab67-e93cd2ece72f,2025-02-23 09:26:03,2025-02-23 09:30:48,967.81,USD,Confirmed,debit_card,stripe,3,,"{""legacy_id"": 88180}",12873
TXN00008136,BKG0013619,PRT0007,8d4b1631-8665-41de-90f7-66728e384167,2025-02-28 10:43:59,2025-02-28 10:47:54,1352.02,ARS,cancelled,boleto,,1,E002,,14688
TXN00008137,BKG0001068,PRT0010,05aa0901-a38a-4ab9-916e-c5317ad920a6,2025-03-17 16:50:05,2025-03-17 16:54:12,448.3,USD,failed,,,4,TIMEOUT,ok,7494
TXN00008138,BKG0006369,PRT0017,3833c5d9-88ed-46ac-9bec-2e67cc7a650c,2024-10-09 04:33:31,2024-10-09 04:35:13,772.6,BRL,failed,debit_card,cielo,4,E003,,4459
TXN00008139,BKG0009573,PRT0020,5769e6c4-a17b-43e2-89a1-5e7c9ccd59e4,2024-12-28 04:30:34,2024-12-28 04:31:58,1960.11,ARS,confirmed,pix,pagseguro,2,E001,ok,11098
TXN00008140,BKG0001405,PRT0017,47e08b7b-a1a1-4f84-a720-04c7a45c6a06,2025-03-26 07:29:10,2025-03-26 07:32:40,1776.57,ARS,completed,credit_card,adyen,1,,ok,2329
TXN00008141,BKG0011297,PRT0011,7de19e7c-0cd7-40e7-b09f-512fb420e0c1,2024-10-14 02:57:08,2024-10-14 02:59:02,1107.78,BRL,cancelled,credit_card,pagseguro,4,E003,ok,7003
TXN00008142,BKG0008646,PRT0007,baca7d96-d632-4570-9476-1f1710c4ab48,2025-01-06 02:44:42,2025-01-06 02:47:54,1190.23,CLP,confirmed,pix,stripe,1,,manual_review,5098
TXN00008143,BKG0013212,PRT0005,d488ba6f-e640-46ff-ae0d-0733511ff4eb,2025-02-22 06:35:20,2025-02-22 06:39:11,1832.17,USD,Confirmed,credit_card,,4,TIMEOUT,,5949
TXN00008144,BKG0010460,PRT0009,7981da68-1079-4577-9b16-759a00b45a0d,2025-03-29 17:11:23,2025-03-29 17:15:54,1003.74,ARS,Confirmed,,pagseguro,0,,retry,11367
TXN00008145,BKG0008529,PRT0003,,2025-01-17 07:33:29,2025-01-17 07:35:49,1510.64,ARS,Confirmed,,,1,E002,,
TXN00008146,BKG0015724,PRT0020,850d9ce3-ec63-47bc-965b-b7d119720891,2025-03-11 14:39:25,2025-03-11 14:42:06,1895.11,CLP,pending,,,4,,manual_review,11459
TXN00008147,BKG0000334,PRT0015,18cdd821-06d9-4979-a024-e61bbfa447b8,2024-11-20 04:43:44,2024-11-20 04:45:02,1570.89,ARS,completed,debit_card,stripe,0,E002,,11905
TXN00008148,BKG0003596,PRT0007,53f7f096-554d-4ebc-a031-bec0b535032d,2025-01-09 17:01:49,2025-01-09 17:05:18,250.83,USD,Confirmed,debit_card,cielo,2,E001,retry,14586
TXN00008149,BKG0011538,PRT0007,2f69fe7c-b6ae-4e25-a194-71e82f516afd,2025-02-28 04:24:06,2025-03-04 17:24:06,1188.61,ARS,completed,pix,pagseguro,0,,,7050
TXN00008150,BKG0003792,PRT0019,4e105332-5913-4daf-ad49-f769cd8ec2cf,2024-10-12 15:46:30,2024-10-12 15:48:37,355.5,USD,cancelled,credit_card,cielo,1,E003,ok,3614
TXN00008151,BKG0013662,PRT0010,b3cf5e97-dafe-4952-9643-de23460f5992,2025-01-05 18:16:36,2025-01-05 18:19:27,1174.44,BRL,pending,,,1,,ok,239
TXN00008152,BKG0003814,PRT0006,0d02b3f0-3c89-4c9e-abba-8ecd33eb6e17,2025-01-03 09:13:21,2025-01-03 09:15:24,1239.76,USD,cancelled,boleto,cielo,1,TIMEOUT,,10205
TXN00008153,BKG0000668,PRT0019,0e6e17e9-8838-4bb4-93a8-5754d61b4808,2025-01-13 00:10:35,2025-01-13 00:13:52,1082.54,BRL,failed,credit_card,pagseguro,,E001,manual_review,8828
TXN00008154,BKG0003003,PRT0011,c16dfda0-d926-4f3a-8aaa-a07c1830be8b,2025-01-14 04:03:08,2025-01-14 04:03:54,176.5,CLP,cancelled,pix,cielo,2,,retry,10425
TXN00008155,BKG0005671,PRT0020,76d4b15e-ea6c-4606-a638-20380896908e,2025-01-07 06:35:08,2025-01-07 06:36:34,1622.92,CLP,CONFIRMED,credit_card,pagseguro,1,,,5337
TXN00008156,BKG0013449,PRT0020,b3e59f93-6dbc-49f4-aa83-a50c32440a26,2024-12-20 06:58:49,2024-12-20 07:02:32,986.51,USD,Confirmed,pix,adyen,2,TIMEOUT,retry,14530
TXN00008157,BKG0000340,PRT0017,fdeaa64e-a299-4e48-a8f1-e9a6078b228c,2025-02-04 15:39:44,2025-02-04 15:43:50,1414.71,USD,failed,credit_card,cielo,0,E002,retry,705
TXN00008158,BKG0015375,PRT0004,0ec3721c-0243-4c1c-9177-4682ba0f652e,2024-12-20 11:27:09,2024-12-20 11:30:03,1145.8,ARS,pending,pix,cielo,1,TIMEOUT,,12210
TXN00008159,BKG0001063,PRT0007,8e88186b-64d8-4f89-a1e9-170de2373d3f,2025-01-09 15:41:58,2025-01-09 15:42:21,1778.05,ARS,confirmed,,stripe,3,,,11244
TXN00008160,BKG0010772,PRT0015,dd5024d1-40d0-4bd2-a19a-c8d30efb79eb,2025-02-03 23:26:22,2025-02-03 23:28:11,1369.78,ARS,cancelled,credit_card,stripe,4,E002,,7188
TXN00008161,BKG0000424,PRT0001,d6b4a782-e213-49bc-a3fd-6d0cd487e8a8,2025-01-05 22:44:31,2025-01-05 22:44:54,1974.93,ARS,confirmed,boleto,pagseguro,0,,,5322
TXN00008162,BKG0016680,PRT0015,9b32cae4-c2c9-4d49-a08b-3cc2fdf18c8d,2025-01-15 17:39:36,2025-01-15 17:42:14,1562.41,USD,Confirmed,credit_card,adyen,4,E003,,14204
TXN00008163,BKG0001319,PRT0008,3fe11862-2a79-4d6b-95ad-7b840665aa3a,2025-02-02 09:25:11,2025-02-02 09:27:01,583.93,ARS,cancelled,pix,pagseguro,0,E002,retry,7088
TXN00008164,BKG0016740,PRT0020,cb73a6d3-f3b5-406b-a965-9e54b5436cab,2024-11-12 00:19:38,2024-11-12 00:20:04,1430.73,BRL,Confirmed,,adyen,4,TIMEOUT,manual_review,1623
TXN00008165,BKG0003604,PRT0002,eed50f05-a717-4b59-a94c-a5671c72d0cb,2025-02-02 08:35:49,2025-02-02 08:37:04,1167.34,ARS,failed,boleto,,3,,manual_review,11631
TXN00008166,BKG0008565,PRT0015,dc45ccf9-bf0a-4e0a-82a9-3e9edb02e979,2024-11-14 18:20:50,2024-11-14 18:21:07,272.13,CLP,pending,pix,,3,E001,manual_review,7338
TXN00008167,BKG0002166,PRT0014,793b1774-111e-4636-8300-f92b2b538263,2025-03-10 07:52:59,2025-03-10 07:54:38,915.05,BRL,cancelled,,,4,E003,retry,14010
TXN00008168,BKG0006510,PRT0019,a9dc4380-dcf3-44fe-859d-8eecac653125,2024-12-15 16:20:18,2024-12-15 16:24:52,730.09,CLP,Confirmed,pix,cielo,1,,,3049
TXN00008169,BKG0015909,PRT0012,af80d455-7ab4-4049-873a-50b187c71208,2025-01-24 05:51:40,2025-01-24 05:54:44,626.13,BRL,Confirmed,debit_card,,2,,retry,5256
TXN00008170,BKG0007878,PRT0016,1db4a4ab-d258-48e0-acc5-f84fd75f595b,2024-10-13 00:01:32,2024-10-13 00:01:37,1866.63,USD,completed,,stripe,4,TIMEOUT,,14695
TXN00008171,BKG0015105,PRT0001,eb2cf97f-e83e-4123-8744-fb3aeef4a15c,2025-02-05 21:44:49,2025-02-05 21:49:44,1266.45,BRL,cancelled,boleto,stripe,4,,,11555
TXN00008172,BKG0010193,PRT0011,649788c8-ed05-4a52-8f30-8525d7b17efa,2024-12-29 16:55:57,2024-12-29 16:57:12,939.56,BRL,CONFIRMED,credit_card,pagseguro,0,,,12714
TXN00008173,BKG0008086,PRT0005,,2025-01-10 23:48:47,2025-01-10 23:51:01,954.76,BRL,confirmed,credit_card,cielo,4,E001,manual_review,1248
TXN00008174,BKG0010399,PRT0011,df079825-186e-4d97-98ad-7ae15a584eef,2024-11-05 16:50:45,2024-11-05 16:51:59,-406.18,USD,confirmed,credit_card,pagseguro,3,,manual_review,9826
TXN00008175,BKG0011998,PRT0002,9a857b18-b87b-4f01-834e-95214942282b,2025-03-26 17:40:01,2025-03-26 17:42:49,551.64,USD,CONFIRMED,debit_card,stripe,2,,,9518
TXN00008176,BKG0003121,PRT0003,106d8d4c-fdf7-4886-bed1-f578fdfcb9f5,2025-02-09 00:56:39,2025-02-09 00:57:22,532.04,BRL,Confirmed,credit_card,pagseguro,0,TIMEOUT,manual_review,5865
TXN00008177,BKG0003977,PRT0006,f7fe8b05-7eaf-44d6-9047-4da9b4ed7182,2024-11-17 08:14:25,2024-11-17 08:14:39,72283.84,USD,confirmed,boleto,cielo,4,E002,,14446
TXN00008178,BKG0016293,PRT0004,ab52d2e7-8c75-4730-ab7e-59beb704fef4,2025-02-15 06:52:06,2025-02-15 06:53:26,1657.65,BRL,cancelled,credit_card,,2,E001,retry,8418
TXN00008179,BKG0000020,PRT0019,0ba2e562-6233-44f1-a2e3-b41cd512735e,2025-01-18 06:34:23,2025-01-18 06:38:03,1980.31,ARS,cancelled,pix,adyen,0,E003,,6971
TXN00008180,BKG0007071,PRT0014,4072e5dd-4ad5-4c63-af84-d0566984383e,2024-11-22 23:01:33,2024-11-22 23:02:21,1423.46,USD,pending,,cielo,1,E001,manual_review,10512
TXN00008181,BKG0004132,PRT0019,46d9cdcb-f37b-4ad4-b10f-0a647f9f6e6d,2025-01-02 12:05:18,2025-01-02 12:06:51,1873.74,BRL,CONFIRMED,,adyen,4,TIMEOUT,retry,1763
TXN00008182,BKG0006549,PRT0005,7af632c1-d215-4094-991f-18c65c4d37c0,2024-11-01 09:54:03,2024-11-01 09:57:58,1654.75,USD,failed,pix,adyen,1,E002,retry,1046
TXN00008183,BKG0012771,PRT0019,1e34b3be-f1e8-4fc6-862c-2f9297bb2363,2024-12-18 02:03:29,2024-12-18 02:04:51,1254.14,CLP,CONFIRMED,credit_card,stripe,2,,retry,8451
TXN00008184,BKG0009366,PRT0003,9ac5cedd-dff8-4559-bebe-a84a6383d6fe,2024-12-03 10:12:11,2024-12-03 10:13:44,934.02,CLP,confirmed,credit_card,cielo,1,,retry,557
TXN00008185,BKG0015707,PRT0003,fca46d8a-6e3e-4c00-9751-02c56e500abb,2025-01-05 15:57:44,2025-01-05 16:01:52,1512.88,ARS,CONFIRMED,debit_card,pagseguro,0,E003,retry,7936
TXN00008186,BKG0004221,PRT0007,6fae0c74-0b3c-4697-9ec6-10f414a06502,2025-03-30 05:12:25,2025-03-30 05:14:57,1335.28,BRL,Confirmed,debit_card,adyen,3,,,10398
TXN00008187,BKG0008832,PRT0012,09d8b577-7a9f-4345-94b3-f0456f56da6f,2025-01-08 20:05:48,2025-01-08 20:07:03,909.62,ARS,confirmed,debit_card,pagseguro,1,,,14745
TXN00008188,BKG0011905,PRT0007,89bbd4e0-fc88-4ef8-82c0-5390bc0ffee8,2025-03-04 02:54:42,2025-03-04 02:59:16,1807.56,ARS,Confirmed,credit_card,pagseguro,4,,,9434
TXN00008189,BKG0014598,PRT0018,28dbdb0b-6b4d-4e78-95b5-cb53c3065372,2025-01-21 09:32:15,2025-01-21 09:32:43,737.98,USD,completed,boleto,,1,,manual_review,2140
TXN00008190,BKG0004443,PRT0019,02fd9891-415f-45e4-9676-55b2bf0ac168,2024-10-01 07:17:34,2024-10-01 07:20:07,1450.27,BRL,failed,boleto,stripe,4,,ok,787
TXN00008191,BKG0011452,PRT0013,8ca1819c-3a91-47e0-bfe7-727381248940,2024-11-24 05:47:50,2024-11-24 05:48:40,1300.03,USD,confirmed,boleto,adyen,2,TIMEOUT,,13498
TXN00008192,BKG0003226,PRT0013,81da8ff7-7df3-4a76-a8a5-2f8afc428798,2024-10-05 17:59:59,2024-10-05 18:01:14,1031.81,BRL,confirmed,debit_card,,0,E002,,8279
TXN00008193,,PRT0013,bec658fa-fdc6-4c64-856c-6395dad1c2e7,2024-10-11 14:28:12,2024-10-11 14:28:34,1135.31,BRL,CONFIRMED,,adyen,1,,retry,8114
TXN00008194,BKG0009820,PRT0008,3c636b52-6fb6-4521-a24d-9ad9e28a0294,2024-10-11 13:07:49,2024-10-11 13:09:54,1762.98,USD,cancelled,boleto,cielo,3,,ok,10363
TXN00008195,BKG0015802,PRT0007,416ca867-2a02-4cac-b7cf-da97aa9a2de2,2025-02-10 16:37:08,2025-02-10 16:39:07,272.52,USD,completed,pix,cielo,3,,,3804
TXN00008196,BKG0013096,PRT0007,d904324e-1e27-4429-acb4-a10c2296cc43,2025-01-11 18:13:30,2025-01-11 18:13:34,1892.92,CLP,cancelled,debit_card,stripe,1,TIMEOUT,,10478
TXN00008197,BKG0017054,PRT0016,7a7142c9-427b-46b3-b471-64302337f3d3,2025-01-05 18:13:32,2025-01-05 18:17:25,868.72,BRL,pending,credit_card,pagseguro,3,,retry,8930
TXN00008198,BKG0013146,PRT0011,489dd2b3-2ef5-4ab4-93a9-d34bfd7634d7,2024-12-21 23:18:54,2024-12-21 23:22:27,1080.11,USD,CONFIRMED,boleto,,4,,manual_review,7830
TXN00008199,BKG0002976,PRT0013,3a8d73c0-c699-4c18-8e39-2128867b830d,2025-01-14 04:25:57,2025-01-14 04:29:47,1819.45,USD,completed,pix,pagseguro,4,,manual_review,14482
TXN00008200,BKG0003278,PRT0002,4e9f4325-8e41-4ea2-a831-5411efa7a3d0,2025-03-10 02:33:58,2025-03-10 02:35:10,1832.2,BRL,pending,pix,pagseguro,0,,ok,12529
TXN00008201,BKG0000310,PRT0005,2569204b-5e54-4355-b28d-a57228cf47da,2025-03-18 13:41:13,2025-03-18 13:46:09,1196.34,CLP,completed,,stripe,2,TIMEOUT,,4426
TXN00008202,BKG0013955,PRT0014,16999d91-58c9-41a9-bed3-bbd888eaf5f6,2024-10-11 12:02:43,2024-10-11 12:03:39,795.42,CLP,CONFIRMED,boleto,,3,,,13449
TXN00008203,BKG0002937,PRT0019,af52bf81-cefb-4f40-aa7a-e32ec2792f24,2025-01-03 15:08:43,2025-01-03 15:12:31,1458.59,CLP,cancelled,,stripe,0,E001,retry,6066
TXN00008204,BKG0017493,PRT0020,7ab623d2-bbd7-43cd-8891-a67795a27da1,2025-01-15 15:06:11,2025-01-15 15:09:41,674.06,BRL,confirmed,credit_card,pagseguro,1,E001,manual_review,265
TXN00008205,BKG0000140,PRT0016,ac59d5e5-a720-46c8-871b-6627840527d2,2025-03-20 00:53:57,2025-03-20 00:55:50,1776.27,ARS,pending,boleto,cielo,3,E002,retry,410
TXN00008206,BKG0017919,PRT0007,b4148ced-c321-47a7-a8eb-cd144961eb7b,2024-11-12 12:51:58,2024-11-12 12:55:09,99.02,CLP,CONFIRMED,credit_card,,1,,,12549
TXN00008207,BKG0009050,PRT0011,f158629c-7691-4ab7-836f-e6a6e40ff310,2024-12-10 02:24:09,2024-12-10 02:27:17,638.5,ARS,completed,,pagseguro,1,E002,,2231
TXN00008208,BKG0001689,PRT0008,f0e14080-86e5-4fa4-965e-92d96029050b,2024-10-01 08:41:03,2024-10-01 08:45:36,1398.77,ARS,CONFIRMED,debit_card,pagseguro,0,,,12952
TXN00008209,BKG0013965,PRT0010,f8bcdfd5-4837-4eb3-b6dd-2acfb852ff88,2025-01-23 20:06:04,2025-01-23 20:10:44,918.38,USD,completed,boleto,adyen,0,E001,,7464
TXN00008210,BKG0002611,PRT0003,73724be4-b29f-42dc-9e60-4c163eedc151,2024-10-08 10:28:17,2024-10-08 10:30:50,1235.17,ARS,Confirmed,,,4,,,3561
TXN00008211,BKG0001913,PRT0002,36d8dd76-10e8-4c8f-93eb-047286cd2025,2024-11-13 09:06:14,2024-11-13 09:07:22,590.7,USD,CONFIRMED,credit_card,adyen,4,E003,,4829
TXN00008212,BKG0011807,PRT0001,005c7f66-ae96-45ea-a0e3-fb57ef8593c0,2025-03-31 09:08:11,2025-03-31 09:11:31,-53.01,BRL,failed,,,2,TIMEOUT,manual_review,638
TXN00008213,BKG0015563,PRT0003,fd7f1fcc-1e0d-4acd-8a05-71b9afa1fd3f,2024-12-31 17:53:58,2024-12-31 17:55:40,1446.07,BRL,confirmed,pix,adyen,2,,,12812
TXN00008214,BKG0005041,PRT0015,8b2decbb-87f4-47d1-9376-1ac533b1afbb,2024-12-04 21:46:21,2024-12-04 21:49:03,1405.76,BRL,completed,debit_card,,1,TIMEOUT,ok,4383
TXN00008215,BKG0000262,PRT0020,0eaef61e-2a32-4ed3-b97f-2b8969b30d7e,2024-11-06 07:27:37,2024-11-06 07:28:45,1013.75,CLP,confirmed,credit_card,stripe,4,,manual_review,13927
TXN00008216,BKG0003957,PRT0013,,2025-01-10 03:49:03,2025-01-10 03:51:57,385.97,BRL,confirmed,,cielo,,,ok,2099
TXN00008217,BKG0011349,PRT0017,10f298c9-42b7-4d15-ae41-a545821752dd,2025-03-30 06:13:20,2025-03-30 06:16:38,1302.56,USD,completed,,stripe,0,E003,,6509
TXN00008218,BKG0016803,PRT0012,ff55d87a-c823-48e8-bf44-a25a49ebb36a,2024-10-20 06:13:38,2024-10-20 06:15:01,1913.42,ARS,Confirmed,pix,stripe,3,E002,,6225
TXN00008219,BKG0014246,PRT0010,12480b92-9d74-430b-97f7-7b10e1cffc43,2024-12-26 03:51:50,2024-12-26 03:51:54,1036.35,CLP,CONFIRMED,,pagseguro,1,,,571
TXN00008220,BKG0010412,PRT0008,aa302685-d50f-406e-a6c7-35298e42a9b0,2024-11-13 02:16:36,2024-11-13 02:18:25,600.98,ARS,CONFIRMED,,pagseguro,1,,,2738
TXN00008221,BKG0011897,PRT0011,85467b39-401a-4016-83d6-1f5aaf87ae77,2025-03-06 07:43:33,2025-03-06 07:48:09,297.08,CLP,Confirmed,boleto,cielo,4,,,11646
TXN00008222,BKG0008131,PRT0017,34ef9751-678f-41ab-8c82-aa1f7fa10a31,2025-02-09 22:26:44,2025-02-09 22:28:18,212.19,CLP,Confirmed,,,0,,,9758
